id	num	lo.neg	p.neg	fdr.neg	rank.neg	goodsgrna.neg	lo.pos	p.pos	fdr.pos	rank.pos	goodsgrna.pos	-log10(P neg)	log10(fpkm)	
IRAK3	5	0.94487	0.94539	1	16073	0	0.019368	0.062134	0.717285	1560	4	0.024388996	1.323551981	
MIEF1	5	0.83564	0.84406	1	13332	1	0.15732	0.31343	0.949396	5942	3	0.07362668	1.323767927	
PIK3CG	5	0.90445	0.90591	1	14953	0	0.93216	0.93287	1	15313	0	0.042914946	1.323776869	
BFAR	5	0.21781	0.39683	1	5428	3	0.24181	0.43018	1	7735	2	0.401395503	1.323801452	
RFC1	5	0.23628	0.42037	1	5717	2	0.31691	0.49921	1	8731	1	0.376368285	1.323805063	
PTPRN2	5	0.61413	0.72272	1	10546	1	0.057039	0.15552	0.829171	3375	3	0.141029927	1.323958343	
MKKS	5	0.68772	0.75602	1	11240	1	0.88453	0.88692	1	14511	1	0.121466715	1.324047272	
MPHOSPH10	4	0.0065623	0.025125	0.249283	1815	4	0.99153	0.99161	1	16749	0	1.59989393	1.324083528	
PRRC2B	5	0.95204	0.95242	1	16281	0	0.014027	0.047554	0.687007	1245	3	0.021171493	1.324239466	
PSMF1	5	0.12697	0.2653	1	4021	3	0.70582	0.77583	1	12743	1	0.57626275	1.324754931	
AKT1S1	5	0.195	0.36509	1	5081	3	0.12068	0.25953	0.92089	5070	1	0.437600062	1.324860976	
SUV39H1	5	0.87643	0.87862	1	14229	1	0.041309	0.11824	0.799443	2661	3	0.056198915	1.324874288	
AGPAT5	5	0.40579	0.56357	1	7542	2	0.28391	0.47256	1	8354	1	0.249052133	1.325150393	
UBE2Q2	5	0.51579	0.658	1	9229	2	0.33643	0.51481	1	8941	2	0.181774106	1.325253657	
MKRN1	5	0.51841	0.66028	1	9272	2	0.70619	0.77599	1	12747	1	0.180271857	1.32528784	
ORC6	5	0.00018158	0.00085793	0.021579	716	5	0.99714	0.99716	1	17056	0	3.066548146	1.325898157	
CCPG1	5	0.58038	0.70915	1	10262	1	0.082953	0.20108	0.873234	4147	1	0.149261893	1.325939759	
GGNBP2	5	0.99046	0.99054	1	17543	0	0.07631	0.19041	0.863552	3971	3	0.004127982	1.326022433	
CUTC	5	0.58359	0.71041	1	10289	1	0.035113	0.10294	0.780875	2374	4	0.148490934	1.326029301	
PSTPIP1	5	0.54411	0.68284	1	9706	2	0.51111	0.65781	1	10996	2	0.165681046	1.32633964	
CTDP1	5	1.92E-07	2.47E-06	0.00055	56	5	1	1	1	17966	0	5.606600305	1.326400257	
BRCA1	5	0.4239	0.57922	1	7819	2	0.68911	0.76828	1	12633	1	0.237156451	1.326413263	
PLD6	5	0.62273	0.72634	1	10618	1	0.48498	0.63617	1	10688	2	0.138860038	1.326416833	
MCM3AP	5	8.64E-05	0.00039447	0.012269	579	5	0.99991	0.99992	1	17599	0	3.40398602	1.326603883	
HHEX	5	0.72242	0.7734	1	11631	1	0.016563	0.054616	0.703831	1396	3	0.111595832	1.326632768	
SHCBP1	5	0.84753	0.85343	1	13577	1	0.85069	0.85912	1	14093	1	0.068832095	1.326740217	
TTC3	5	0.8698	0.87247	1	14084	1	0.48331	0.63478	1	10669	2	0.059249497	1.326788045	
MED16	5	0.00022895	0.0010625	0.024914	768	3	0.96699	0.96737	1	16016	0	2.973671061	1.326928509	
OSBPL9	5	0.90788	0.90927	1	15049	0	0.56855	0.70588	1	11707	2	0.041307138	1.327003381	
SART3	5	0.00021703	0.0010102	0.024097	755	5	0.99978	0.99978	1	17491	0	2.995592636	1.327198662	
SNAPIN	5	0.033395	0.098059	0.676863	2609	3	0.5973	0.73047	1	12069	1	1.00851254	1.327304015	
MAP3K11	5	0.011537	0.039731	0.354916	2016	2	0.11084	0.24451	0.912261	4824	3	1.400870504	1.327480912	
PELP1	5	0.0024446	0.010305	0.130772	1418	4	0.78749	0.81793	1	13371	1	1.986952004	1.327549615	
CDC5L	5	0.00040083	0.001847	0.036958	900	5	0.9979	0.9979	1	17127	0	2.733533105	1.327582145	
C16orf91	5	0.95831	0.95858	1	16472	0	0.82454	0.84076	1	13750	1	0.018371636	1.327659612	
RCOR1	5	0.51639	0.65853	1	9233	2	0.19793	0.37084	0.980628	6808	2	0.181424436	1.327670232	
NIPSNAP1	5	0.95579	0.95608	1	16391	0	0.22813	0.41187	0.993137	7466	3	0.019505767	1.327786373	
EFR3A	5	0.10097	0.22471	1	3661	3	0.54505	0.68612	1	11433	1	0.6483776	1.327821308	
PCM1	5	0.0025767	0.010848	0.135479	1442	4	0.96821	0.96852	1	16043	0	1.964650323	1.32791298	
ORMDL2	5	0.457	0.60769	1	8302	2	0.9588	0.95926	1	15836	0	0.21631791	1.328090744	
AKAP2	5	0.96281	0.96306	1	16600	0	0.022343	0.069948	0.737705	1705	3	0.016346655	1.328304547	
PTAFR	5	0.60935	0.72078	1	10509	1	0.011107	0.03924	0.660274	1069	4	0.142197273	1.328363425	
RRBP1	5	0.91732	0.91847	1	15300	0	0.15554	0.31089	0.948713	5899	3	0.036935024	1.328440164	
ANKRD27	5	0.96442	0.96467	1	16658	0	0.1196	0.25787	0.920516	5045	2	0.015621227	1.328453203	
PDXK	5	0.26929	0.44828	1	5991	2	0.26208	0.45473	1	8115	1	0.348450637	1.328521114	
BTBD1	5	0.33409	0.50264	1	6664	2	0.3677	0.54012	1	9319	2	0.298742953	1.328784255	
ERCC3	5	3.60E-07	2.47E-06	0.00055	77	5	1	1	1	17952	0	5.606600305	1.328853863	
ITPR1	5	0.83608	0.84439	1	13341	1	0.76877	0.8074	1	13231	1	0.073456919	1.329118189	
HOXA7	5	0.92693	0.92772	1	15554	0	0.06481	0.1717	0.8413	3675	2	0.032583081	1.329343082	
UPF3A	5	0.83114	0.8407	1	13248	1	0.78228	0.81492	1	13328	1	0.075358953	1.329448523	
ZNF521	5	0.082823	0.19553	1	3444	3	0.94225	0.94287	1	15497	0	0.7087866	1.329505473	
MARK2	5	0.42767	0.58255	1	7885	2	0.22315	0.40522	0.991173	7358	2	0.234666793	1.329546918	
RCN1	5	0.45133	0.60288	1	8214	2	0.88247	0.88508	1	14492	1	0.219769123	1.329577779	
AP1S3	5	0.61969	0.72506	1	10594	1	0.28609	0.47433	1	8382	2	0.139626053	1.329626507	
DPY30	4	0.0011354	0.0049961	0.076518	1175	3	0.79091	0.81996	1	13394	1	2.301368878	1.329697843	
RPA3	5	2.57E-05	0.00011738	0.005446	387	5	0.99997	0.99998	1	17718	0	3.930405895	1.329762057	
PSMB9	5	0.36895	0.53226	1	7065	2	0.026692	0.081437	0.762222	1921	2	0.27387617	1.330001427	
TOR4A	5	0.019425	0.061701	0.490801	2264	4	0.89475	0.89641	1	14661	1	1.209707797	1.330149738	
DIABLO	5	0.40397	0.56197	1	7520	1	0.28547	0.47382	1	8377	2	0.250286868	1.330436141	
TNPO2	5	0.34551	0.51247	1	6788	1	0.27451	0.46489	1	8248	2	0.290331553	1.330977583	
SRPRB	5	0.063589	0.16375	0.927702	3178	3	0.98613	0.98618	1	16540	0	0.785818691	1.331249538	
PMPCB	5	0.00038311	0.0017711	0.035758	892	3	0.98036	0.98044	1	16364	0	2.751756917	1.331389243	
CPSF3L	5	1.06E-05	4.21E-05	0.002715	279	5	0.99999	0.99999	1	17794	0	4.376151383	1.331440948	
UCKL1	5	0.27615	0.45405	1	6052	2	0.32886	0.50878	1	8855	2	0.34289632	1.331462828	
STOM	8	0.92404	0.92492	1	15483	1	0.072987	0.18505	0.856966	3888	2	0.033895829	1.331646633	
SSBP3	4	0.68565	0.75502	1	11216	1	0.76776	0.80684	1	13223	1	0.122041544	1.331783694	
MAP2K1	5	4.43E-05	0.00020589	0.008008	463	4	0.50946	0.65649	1	10977	1	3.686364746	1.331901172	
SKIV2L	5	0.14113	0.28648	1	4221	3	0.8856	0.88793	1	14525	1	0.542905692	1.331959186	
NPIPA5	1	0.0095083	0.033816	0.313264	1944	1	0.99049	0.99057	1	16705	0	1.470877765	1.33211553	
CCNE2	5	0.067468	0.17013	0.947927	3232	3	0.93871	0.93939	1	15443	0	0.769219098	1.33216761	
TMEM14A	5	0.96424	0.96449	1	16650	0	0.032763	0.096956	0.770706	2264	4	0.015702271	1.332287086	
IKBKB	5	0.28751	0.46365	1	6160	2	0.70782	0.77677	1	12761	1	0.333809736	1.33254228	
GBA2	5	0.85588	0.86029	1	13765	1	0.38246	0.55203	1	9496	2	0.065355125	1.332652689	
GBE1	5	0.69915	0.7616	1	11360	1	0.97308	0.97326	1	16169	0	0.118273065	1.332830357	
MIDN	5	0.077589	0.18687	0.99922	3368	3	0.88219	0.88484	1	14488	1	0.728460414	1.332837509	
RPAIN	7	0.0014074	0.006138	0.08855	1248	6	0.35486	0.52977	1	9163	1	2.211973116	1.332858641	
MRPS30	5	1.52E-07	2.47E-06	0.00055	49	5	1	1	1	17973	0	5.606600305	1.332928177	
RPUSD4	5	1.50E-06	9.07E-06	0.001182	131	5	1	1	1	17912	0	5.042325683	1.333418148	
DUSP23	5	0.895	0.8967	1	14701	0	0.011713	0.041013	0.668648	1104	3	0.04735283	1.333497745	
CNTRL	5	0.88888	0.89074	1	14540	0	0.22586	0.40888	0.991449	7427	3	0.050249045	1.333587339	
CETN2	5	0.99553	0.99557	1	17776	0	0.0044712	0.018286	0.595396	549	5	0.001928199	1.333707282	
ERO1L	5	0.8854	0.88731	1	14445	0	0.02091	0.066171	0.728864	1633	3	0.051924624	1.333825453	
HAL	5	0.39468	0.55408	1	7408	2	0.26986	0.46112	1	8193	2	0.256427526	1.334313999	
TACC1	5	0.34859	0.51507	1	6823	2	0.92941	0.93015	1	15252	0	0.288133745	1.33455343	
TMEM189	5	1.69E-05	7.94E-05	0.00422	339	4	0.99091	0.99098	1	16723	0	4.099944364	1.334633945	
TMEM87A	10	0.61679	0.72382	1	10566	2	0.21326	0.39189	0.987674	7145	5	0.140369421	1.334993524	
SDHAF2	5	0.00041168	0.0018904	0.037453	909	5	0.99959	0.99959	1	17399	0	2.723446291	1.335101323	
PCYT1A	5	0.00045335	0.0020845	0.039936	940	5	0.99904	0.99904	1	17269	0	2.680998101	1.335111093	
LPCAT2	5	0.93855	0.9392	1	15888	0	0.0039974	0.016498	0.590431	494	3	0.027241916	1.335162268	
LYRM4	5	0.0025167	0.010621	0.133857	1429	4	0.98737	0.98742	1	16569	0	1.973834591	1.335174347	
BAK1	5	0.0006249	0.0028168	0.049117	1032	5	0.99891	0.99889	1	17242	0	2.550243988	1.335515207	
MMS19	5	0.047704	0.13325	0.81503	2944	3	0.97339	0.97358	1	16180	0	0.875332782	1.33554372	
TOE1	5	6.24E-05	0.00029111	0.009948	526	5	0.99994	0.99994	1	17631	0	3.535942876	1.335613953	
COPS8	5	0.006656	0.025432	0.251651	1820	4	0.98953	0.98964	1	16668	0	1.594619485	1.335726365	
PGRMC1	6	0.49539	0.64041	1	8916	2	0.16742	0.32793	0.956616	6172	3	0.193541895	1.335813785	
PTPRA	5	0.53333	0.67331	1	9529	2	0.94253	0.94316	1	15511	0	0.171784935	1.336029488	
TMEM161A	5	0.12065	0.25559	1	3933	3	0.92168	0.92262	1	15114	0	0.592456142	1.336063283	
MARK3	5	0.99562	0.99565	1	17779	0	0.0043803	0.017945	0.595396	541	5	0.001893302	1.336322903	
FNDC3B	5	0.95883	0.95908	1	16484	0	0.032968	0.097485	0.771588	2275	4	0.018145165	1.336646245	
GCLC	5	0.0028941	0.012136	0.147337	1483	4	0.51061	0.65741	1	10991	1	1.915924432	1.336693314	
RNF41	5	0.45114	0.60274	1	8212	2	0.049084	0.13693	0.813264	3031	1	0.219869986	1.337252952	
RAB2A	5	0.42654	0.58153	1	7856	2	0.91866	0.91973	1	15056	0	0.235427876	1.33760367	
TSR2	5	1.79E-05	8.49E-05	0.00446	343	5	0.99998	0.99998	1	17750	0	4.07088263	1.337651238	
SAP30	5	0.47728	0.6249	1	8640	1	0.11235	0.2468	0.912587	4867	1	0.204189475	1.338206356	
VCL	5	0.046243	0.12967	0.801747	2911	4	0.34079	0.51842	1	8993	1	0.887160489	1.338406005	
IGSF1	5	0.62293	0.72642	1	10619	1	0.004505	0.018425	0.595396	554	4	0.138812207	1.338563876	
ABHD16A	5	0.44774	0.5998	1	8164	1	0.55987	0.69859	1	11602	2	0.221993539	1.338736136	
GLS	5	0.044721	0.12606	0.790182	2873	3	0.58632	0.72098	1	11929	1	0.899422697	1.338817061	
SERPINH1	5	0.32866	0.49805	1	6582	2	0.0027805	0.011711	0.559072	376	2	0.302727056	1.33906098	
HLA-DRA	5	0.96058	0.96084	1	16536	0	0.049984	0.13904	0.817765	3062	3	0.017348925	1.339136892	
AAR2	5	0.58727	0.71186	1	10324	1	0.020728	0.065724	0.727039	1628	4	0.14760541	1.339137038	
RGS16	5	0.16546	0.32236	1	4594	2	0.26186	0.45456	1	8113	2	0.491658853	1.339262298	
NCK2	5	0.98218	0.98214	1	17250	0	0.0087062	0.032212	0.629191	922	4	0.007826601	1.339276201	
COMMD9	5	0.93274	0.93339	1	15674	0	0.060151	0.1627	0.83441	3509	2	0.029936856	1.339587681	
NUDT15	5	0.80315	0.82095	1	12762	1	0.23529	0.42152	0.996943	7613	2	0.085683293	1.339867977	
B3GALNT2	5	0.13377	0.27555	1	4121	3	0.96814	0.96845	1	16039	0	0.559799585	1.33991999	
GGA1	11	0.11739	0.25053	1	3897	5	0.19632	0.36858	0.979848	6774	3	0.601140262	1.340042226	
ANAPC1	4	0.00047614	0.0021714	0.041076	952	4	0.99952	0.99953	1	17376	0	2.663260167	1.340051223	
NOA1	5	0.00023544	0.001091	0.025386	774	4	0.75172	0.7982	1	13095	1	2.962175249	1.340212845	
CERK	5	0.29322	0.46842	1	6218	2	0.65713	0.75451	1	12419	1	0.32936457	1.340404901	
BUD13	5	0.17519	0.33654	1	4749	3	0.56242	0.7007	1	11636	1	0.47296331	1.340733004	
GDE1	5	0.53517	0.67494	1	9561	2	0.6553	0.75374	1	12407	1	0.170734833	1.341588732	
ITPK1	5	0.17428	0.33523	1	4736	1	0.027888	0.084566	0.765281	1985	3	0.474657123	1.342091221	
CHAF1B	5	0.0007584	0.0033825	0.056561	1077	4	0.18786	0.35672	0.974381	6593	1	2.470762195	1.342124849	
TRIM11	5	0.39452	0.55393	1	7406	2	0.92296	0.92385	1	15135	0	0.256545113	1.342190055	
ZFAND2B	5	0.27917	0.45662	1	6081	2	0.32975	0.50948	1	8861	2	0.34044507	1.34227753	
SS18	5	0.011111	0.03852	0.346503	2002	4	0.98085	0.98092	1	16383	0	1.414313722	1.342519912	
SREBF1	5	0.30795	0.48079	1	6355	2	0.2598	0.45288	1	8086	2	0.318044574	1.342530163	
MRPS14	5	0.0014505	0.0063167	0.090641	1255	4	0.57549	0.71174	1	11802	1	2.199509749	1.342534785	
SUCLA2	5	0.14765	0.29619	1	4314	2	0.91977	0.92083	1	15078	0	0.528429608	1.342654351	
PLCXD1	5	0.99164	0.9917	1	17588	0	0.013051	0.044763	0.68269	1180	4	0.003619687	1.342898957	
ANKRD13A	5	0.63438	0.73137	1	10720	1	0.20654	0.38271	0.984312	7002	3	0.135862858	1.343020113	
C15orf39	5	0.93615	0.93683	1	15816	0	0.25974	0.45284	1	8085	2	0.02833921	1.343079911	
GPR108	5	0.23342	0.41789	1	5695	1	0.25595	0.44883	1	8025	3	0.378938021	1.343285173	
ICAM2	5	0.46454	0.61406	1	8431	2	0.10602	0.23708	0.907072	4706	3	0.211789192	1.343356375	
DPYSL2	5	0.84894	0.85458	1	13610	1	0.030878	0.092204	0.769882	2152	4	0.068247275	1.343474836	
CD2BP2	5	0.33088	0.49993	1	6616	2	0.18032	0.34627	0.970263	6424	3	0.301090801	1.343698598	
PJA2	5	0.52855	0.66914	1	9445	2	0.050235	0.13962	0.818408	3072	3	0.174483008	1.343712736	
GHDC	5	0.99483	0.99487	1	17740	0	0.0051749	0.021	0.596712	627	5	0.002233665	1.34398746	
OTUD4	7	0.50487	0.64856	1	9055	2	0.0034791	0.014468	0.585407	442	2	0.18804984	1.344282345	
TMEM203	5	0.93274	0.93339	1	15788	0	0.043891	0.12451	0.803426	2791	3	0.029936856	1.344380357	
ORM2	4	0.36601	0.52981	1	7031	1	0.93139	0.93212	1	15294	0	0.275879849	1.344698151	
TRIM65	5	0.54481	0.68344	1	9722	2	0.97834	0.97843	1	16296	0	0.165299607	1.344905438	
KIF18B	5	0.16638	0.32365	1	4610	2	0.55149	0.69159	1	11505	2	0.489924389	1.344921597	
SLC39A6	5	0.56022	0.69707	1	10012	2	0.013821	0.046938	0.686894	1229	3	0.156723608	1.344923051	
NCBP1	5	0.0012261	0.0053843	0.080536	1204	5	0.99839	0.99839	1	17169	0	2.26887075	1.345079876	
QDPR	5	0.99353	0.99361	1	17670	0	0.03686	0.10728	0.7876	2453	4	0.002784046	1.345379766	
LARP4	5	0.3745	0.53693	1	7138	2	0.60144	0.7327	1	12094	1	0.27008233	1.345404741	
ARIH2	5	0.78066	0.80655	1	12393	1	0.051676	0.14306	0.820255	3141	2	0.093368704	1.345966754	
ZMPSTE24	5	0.4697	0.6185	1	8513	2	0.16066	0.31825	0.951497	6019	2	0.208660296	1.346079122	
RUNX1	5	1.25E-06	7.97E-06	0.001158	122	5	0.99998	0.99998	1	17745	0	5.098443606	1.346409572	
GALNT7	5	0.92838	0.92913	1	15602	0	0.041503	0.11873	0.799443	2673	3	0.031923517	1.346935735	
RARS2	5	0.0015461	0.0067318	0.095459	1270	5	0.99825	0.99824	1	17155	0	2.171868795	1.346985041	
CRELD2	5	0.79366	0.81475	1	12609	1	0.70189	0.77401	1	12721	1	0.088975631	1.347083783	
UBE2G1	5	0.56418	0.70054	1	10075	1	0.4313	0.59193	1	10044	2	0.154567062	1.347172426	
TPRA1	5	0.7847	0.80909	1	12465	1	0.26502	0.45718	1	8142	1	0.092003166	1.347273175	
CCSAP	5	0.8198	0.83246	1	13069	1	0.30661	0.49097	1	8621	2	0.079636625	1.347377044	
SCMH1	5	0.72145	0.77292	1	11612	1	0.0032445	0.013533	0.577507	422	4	0.111865455	1.3474948	
ARL6IP6	5	0.26752	0.44679	1	5980	2	0.93528	0.93595	1	15371	0	0.349896556	1.34761336	
REPS1	5	0.082978	0.19579	1	3446	3	0.94426	0.94485	1	15544	0	0.708209494	1.347800521	
DDX19A	5	0.18916	0.35668	1	4979	3	0.65031	0.75167	1	12379	1	0.447721242	1.347881943	
METTL23	8	0.59399	0.71452	1	10376	2	0.39081	0.55874	1	9594	2	0.14598561	1.348114769	
ABCF3	5	0.59983	0.71688	1	10427	1	0.048267	0.1349	0.810434	2997	4	0.144553536	1.348242895	
ZMYM6NB	5	0.16872	0.32712	1	4652	3	0.20531	0.38103	0.98346	6975	2	0.485292902	1.348532032	
IKBKG	5	0.30484	0.47817	1	6329	2	0.88	0.88292	1	14467	1	0.320417675	1.348758143	
ZNF664	5	0.79679	0.81678	1	12658	1	0.58294	0.71803	1	11891	1	0.087894905	1.349017691	
TMEM222	5	0.45882	0.60924	1	8324	1	0.060957	0.16452	0.83441	3547	3	0.215211591	1.349138223	
SEPT11	5	0.94225	0.94285	1	15992	0	0.3767	0.5473	1	9425	2	0.025557395	1.349162184	
VHL	5	0.00055154	0.0024759	0.044969	991	3	0.28251	0.47145	1	8340	2	2.6062669	1.34932616	
PHLDA3	5	0.033915	0.099403	0.682525	2622	4	0.28124	0.47037	1	8331	1	1.002600508	1.349346894	
RAB5B	5	0.47584	0.62364	1	8616	1	0.021773	0.06844	0.734961	1677	3	0.205066037	1.349555465	
CDC6	5	0.0010701	0.0046904	0.072819	1160	5	0.99893	0.99892	1	17248	0	2.328790119	1.349723468	
RBCK1	5	0.40472	0.56262	1	7529	2	0.52184	0.66673	1	11148	1	0.249784834	1.349867996	
PIAS1	5	0.0037901	0.015665	0.176868	1595	4	0.94034	0.94097	1	15470	0	1.805069601	1.35005537	
CHID1	5	0.37393	0.53646	1	7131	2	0.47601	0.62876	1	10599	2	0.270462655	1.350061604	
BAZ2A	5	0.38056	0.54215	1	7218	2	0.65863	0.75511	1	12432	1	0.265880538	1.350155639	
TPCN1	5	0.538	0.67747	1	9618	2	0.50292	0.65109	1	10894	2	0.169109932	1.3501614	
NCS1	5	0.66049	0.74318	1	10949	1	0.53761	0.67996	1	11348	2	0.128905986	1.350168788	
RNF5	5	0.99773	0.9977	1	17882	0	0.0022694	0.0096291	0.550113	312	5	0.001000028	1.350255407	
PPP3CB	5	0.51915	0.66092	1	9283	2	0.16225	0.32055	0.951911	6060	2	0.179851106	1.350295272	
ARFGAP1	5	0.48089	0.62796	1	8695	2	0.77739	0.81216	1	13284	1	0.202068019	1.350375928	
POLR1E	5	0.00029272	0.0013676	0.029673	830	5	0.99971	0.9997	1	17442	0	2.864040908	1.350659091	
NCOR1	5	0.33359	0.50222	1	6656	2	0.37644	0.54709	1	9422	2	0.299105996	1.350778328	
AKAP17A	5	0.43091	0.5853	1	7935	1	0.85135	0.85961	1	14103	1	0.232621476	1.35091061	
SLC39A8	5	0.93952	0.94016	1	15916	0	0.0025605	0.010787	0.552284	350	3	0.02679823	1.351032334	
ADNP	5	0.18764	0.35447	1	4950	3	0.59791	0.731	1	12076	1	0.450420515	1.351204049	
STIM1	5	0.76135	0.79496	1	12120	1	0.023754	0.073675	0.744454	1782	4	0.099654723	1.351246012	
CEBPG	5	0.80113	0.8196	1	12730	1	0.14177	0.29096	0.940096	5573	3	0.08639805	1.35124817	
DRG2	5	0.013952	0.046553	0.402289	2084	4	0.97957	0.97969	1	16344	0	1.332052327	1.351322003	
RPF2	5	0.001609	0.0069968	0.098358	1281	5	0.99839	0.99839	1	17167	0	2.15510054	1.35136926	
PISD	5	0.00020443	0.00095304	0.023337	735	5	0.99886	0.99885	1	17233	0	3.020888871	1.351494265	
DYNC1I2	5	4.68E-05	0.00021909	0.008289	475	5	0.99995	0.99995	1	17663	0	3.659377445	1.351663405	
C17orf70	5	0.0013288	0.0058257	0.085436	1228	4	0.95457	0.95506	1	15749	0	2.234651884	1.351770868	
TXLNA	5	0.58436	0.71072	1	10296	1	0.45085	0.60808	1	10289	1	0.148301463	1.351872213	
VRK3	5	0.46702	0.61619	1	8465	2	0.066509	0.1745	0.845616	3716	3	0.210285354	1.352446995	
TFAP4	5	0.00037197	0.0017189	0.035187	879	3	0.99422	0.99426	1	16868	0	2.764749388	1.352659516	
CLDND1	6	0.90855	0.90994	1	15069	1	0.25774	0.4512	1	8067	3	0.040987243	1.352743375	
TMBIM1	5	0.54656	0.68499	1	9753	2	0.31242	0.49565	1	8679	2	0.164315769	1.353004715	
PMVK	5	0.078261	0.18795	1	3383	3	0.22694	0.41031	0.992524	7445	1	0.72595767	1.353115139	
ZAK	5	0.8308	0.84044	1	13242	1	0.047847	0.13392	0.810324	2972	4	0.075493286	1.353494733	
PIP4K2B	5	0.088767	0.20504	1	3501	3	0.35049	0.5262	1	9114	1	0.688161407	1.353535947	
COMMD6	5	0.038394	0.11054	0.729753	2728	1	0.084967	0.20421	0.876713	4194	2	0.95648054	1.353665742	
GNB4	5	0.32354	0.49377	1	6540	2	0.41213	0.57612	1	9852	2	0.3064753	1.353669221	
DEDD	5	0.49961	0.64406	1	8971	2	0.048502	0.1355	0.81104	3008	1	0.191073672	1.353994916	
DNPEP	5	0.99438	0.99446	1	17713	0	0.005615	0.022614	0.596712	673	5	0.002412681	1.354148824	
PIP5K1A	9	0.010152	0.035704	0.326062	1972	7	0.9711	0.97136	1	16122	1	1.447283126	1.354355607	
PLEKHO1	5	0.62885	0.72899	1	10672	1	0.010541	0.037595	0.65948	1025	2	0.137278429	1.354581003	
DHX8	5	4.51E-05	0.00021084	0.008134	465	5	0.99995	0.99996	1	17670	0	3.676046992	1.354727566	
PTRH2	5	0.21288	0.39005	1	5343	2	0.89809	0.89971	1	14700	0	0.408879718	1.354940285	
XAB2	5	1.27E-06	7.97E-06	0.001158	123	5	1	1	1	17919	0	5.098443606	1.354960617	
PIGP	5	0.73304	0.77912	1	11756	1	0.16625	0.32622	0.95613	6143	3	0.108395647	1.355015755	
ELP2	5	0.095879	0.21651	1	3583	3	0.6533	0.75292	1	12394	1	0.66452204	1.355199954	
PRG2	5	0.029679	0.088614	0.628988	2537	3	0.23795	0.42511	0.997726	7669	2	1.052497659	1.355905329	
NUP50	4	0.032301	0.095319	0.663017	2589	3	0.94572	0.94629	1	15579	0	1.020820523	1.356016638	
PATZ1	5	0.050992	0.14117	0.844386	3010	4	0.97098	0.97125	1	16114	0	0.850257585	1.356204468	
NXT1	5	0.42506	0.58024	1	7832	1	0.094079	0.21854	0.8912	4416	3	0.236392336	1.356208204	
TRMT6	5	0.0079002	0.029128	0.279175	1879	3	0.95023	0.95073	1	15669	0	1.535689334	1.356331915	
MXD3	5	0.95351	0.95385	1	16326	0	0.054921	0.1506	0.827442	3273	3	0.020519916	1.356350759	
PRPSAP2	5	0.99909	0.99908	1	17947	0	0.00091223	0.0040357	0.451821	159	5	0.000399735	1.357169815	
NSDHL	5	0.83808	0.84596	1	13374	1	0.01422	0.048091	0.687007	1257	4	0.072650171	1.357506129	
PSMD10	5	0.98611	0.9861	1	17389	0	0.0064899	0.025788	0.605424	766	3	0.006079041	1.35752469	
UBE3A	5	0.16512	0.32183	1	4588	3	0.97477	0.97491	1	16207	0	0.492373475	1.357648057	
CASP3	5	0.64948	0.73811	1	10849	1	0.3065	0.49087	1	8620	2	0.131878911	1.357838285	
USP21	5	0.29976	0.47389	1	6287	1	0.87949	0.88247	1	14459	1	0.324322456	1.357872582	
RB1	5	0.69941	0.76172	1	11362	1	0.14742	0.29916	0.943991	5703	3	0.118204641	1.357873233	
CHRAC1	5	0.98617	0.98616	1	17395	0	0.016347	0.054006	0.702838	1381	4	0.006052617	1.357876596	
TYW3	5	0.93274	0.93339	1	15659	0	0.15606	0.31162	0.948714	5914	2	0.029936856	1.357918339	
NTAN1	5	0.83484	0.84348	1	13322	1	0.37454	0.54551	1	9398	2	0.073925211	1.358175567	
MTIF2	5	0.00067913	0.0030384	0.051767	1057	5	0.99932	0.99933	1	17316	0	2.517355053	1.358297239	
GRIPAP1	5	0.99898	0.99897	1	17938	0	0.00065542	0.0029504	0.435605	119	5	0.000447554	1.35841301	
TRIM16	5	0.0956	0.21607	1	3579	3	0.048872	0.13641	0.812666	3023	1	0.665405528	1.358702764	
FERMT3	5	0.22167	0.4022	1	5503	3	0.92467	0.92552	1	15154	0	0.395557934	1.358977434	
ACAA1	5	0.80082	0.81939	1	12723	1	0.14232	0.29174	0.940892	5582	3	0.086509341	1.35916878	
RCOR3	5	0.88408	0.88599	1	14410	0	0.96265	0.96309	1	15915	0	0.05257118	1.359358444	
HRAS	5	0.88269	0.88463	1	14366	0	0.24608	0.43582	1	7822	2	0.053238337	1.359452841	
SHOC2	5	0.14228	0.28816	1	4239	3	0.74087	0.79271	1	13000	1	0.540366305	1.359808309	
ELF4	5	0.99611	0.99615	1	17806	0	0.0038882	0.016095	0.590431	483	5	0.001675261	1.36003523	
TTC17	5	0.68252	0.7535	1	11185	1	0.27021	0.46142	1	8198	1	0.122916743	1.360557034	
C16orf58	5	0.96325	0.9635	1	16617	0	0.38265	0.55219	1	9499	2	0.016148281	1.36101333	
NRAS	5	0.76687	0.79814	1	12196	1	0.25905	0.4523	1	8080	2	0.097920923	1.361040434	
IKBIP	10	0.90062	0.90219	1	14845	2	0.10118	0.22961	0.900451	4592	4	0.044701991	1.361101619	
USP15	5	0.11081	0.24025	1	3794	3	0.39834	0.56492	1	9705	1	0.619336604	1.361214609	
SEC31A	5	0.37505	0.53738	1	7147	2	0.38836	0.55678	1	9568	1	0.269718501	1.361375207	
